temperature,humidity,moisture,soil_type,crop_type,nitrogen,potassium,phosphorous,fertilizer_name
28.54,52.41,56.61,sandy,maize,9,13,29,17-17-17
35.52,58.55,37.93,loamy,oil seeds,22,2,21,28-28
34.31,59.99,45.08,red,cotton,12,2,39,20-20
22.21,52.71,52.42,clayey,sugarcane,12,0,12,28-28
32.06,70.94,66.54,black,tobacco,5,0,11,urea
39.45,61.53,28.76,loamy,sugarcane,15,0,39,14-35-14
28.44,52.58,36.69,black,barley,6,18,21,urea
24.39,61.39,39.84,sandy,barley,18,0,21,14-35-14
27.7,55.99,39.51,clayey,wheat,35,0,0,urea
27.84,67.18,46.95,black,cotton,18,0,17,10-26-26
24.56,58.5,32.41,clayey,oil seeds,17,0,23,17-17-17
32.07,67.78,33.63,clayey,wheat,18,0,18,28-28
31.04,52.32,62.57,loamy,sugarcane,10,8,26,17-17-17
24.82,49.2,36.28,clayey,paddy,7,0,18,17-17-17
29.17,47.64,58.77,clayey,oil seeds,38,4,0,dap
22.49,53.29,40.75,loamy,ground nuts,24,3,27,17-17-17
30.17,51.2,34.47,black,ground nuts,7,9,16,28-28
29.86,52.39,28.29,loamy,sugarcane,10,0,44,urea
26.36,64.53,20,black,sugarcane,0,21,19,17-17-17
29.94,57.63,50.05,loamy,pulses,9,13,18,10-26-26
24.42,60.92,38.85,sandy,tobacco,9,11,14,dap
35.93,62.74,49.08,sandy,ground nuts,7,2,39,10-26-26
28.33,55.61,32.04,clayey,cotton,39,3,0,14-35-14
32.95,64.98,33.74,clayey,maize,26,0,25,14-35-14
25.86,69.87,40.56,clayey,barley,8,0,39,10-26-26
32.74,52.59,32.29,sandy,pulses,19,3,21,14-35-14
27.17,60.75,56.14,red,ground nuts,10,10,32,urea
24.86,49.39,31.93,red,paddy,31,4,0,17-17-17
40,74.58,50.59,black,oil seeds,44,0,0,10-26-26
26.12,62.49,63.64,sandy,barley,18,2,33,dap
29,56.76,20,sandy,cotton,12,0,39,urea
32.73,57.84,40.73,sandy,oil seeds,24,0,19,20-20
29.99,62.67,29.97,sandy,millets,14,0,40,urea
26.67,56.31,37.51,red,maize,23,0,19,20-20
33.3,67.48,42.24,loamy,barley,9,0,32,17-17-17
35.44,66.64,32.53,sandy,paddy,11,0,42,17-17-17
33.13,57.08,25.06,black,oil seeds,10,3,40,urea
35.11,62.94,34.46,sandy,pulses,15,0,36,urea
29.01,61.71,48.57,sandy,paddy,13,0,14,urea
38.94,75.61,49.89,clayey,maize,34,0,0,dap
30.55,51.34,42.6,black,sugarcane,9,0,7,17-17-17
28.16,58.55,25.26,clayey,barley,18,1,15,20-20
40,64.09,46.49,sandy,tobacco,4,4,29,urea
29.35,62.25,39.85,loamy,ground nuts,12,4,5,urea
26.48,62.9,33.45,sandy,oil seeds,9,15,16,dap
27.66,47.56,41.75,black,ground nuts,11,1,9,10-26-26
35.72,68.72,25.91,red,wheat,21,0,18,20-20
28.79,48.06,37.93,loamy,wheat,36,0,3,28-28
34.17,58.77,44.38,sandy,sugarcane,43,3,1,28-28
26.8,44.21,38.52,sandy,ground nuts,23,4,15,14-35-14
28.95,59.12,26.9,black,wheat,33,0,1,10-26-26
32.83,68.78,37.84,sandy,wheat,38,1,0,10-26-26
25.25,45.43,65.6,black,cotton,35,0,4,14-35-14
30.33,62.51,68.4,sandy,tobacco,28,4,22,20-20
32.02,63.85,28.71,red,maize,39,1,4,17-17-17
31.17,55.69,40.48,loamy,wheat,35,0,3,17-17-17
28.93,70.5,64.49,black,maize,10,16,18,10-26-26
30.87,63.26,31.49,black,cotton,25,4,19,28-28
25.69,62.47,65.56,black,paddy,38,0,0,17-17-17
28.09,62.05,41.9,red,wheat,7,4,9,14-35-14
32.56,65.99,36.24,loamy,ground nuts,14,4,18,20-20
30.46,54.2,26.28,black,cotton,11,7,32,10-26-26
35.65,66.09,33.49,black,oil seeds,17,0,23,20-20
29.94,55.21,52.74,red,barley,19,1,25,dap
21.71,49.72,30.07,black,paddy,15,14,10,urea
26.09,61.38,37.05,black,tobacco,8,10,17,20-20
31.74,68.91,47.96,clayey,millets,38,0,3,28-28
38.84,61.78,60.96,loamy,maize,14,0,34,urea
30.25,53.77,39.07,clayey,cotton,18,0,17,dap
32.22,67.1,64.91,red,ground nuts,9,2,36,28-28
26.13,55.16,61.36,black,pulses,16,0,39,dap
37.33,62.07,24.59,sandy,wheat,12,2,43,10-26-26
31.94,43.31,56.99,red,cotton,14,0,14,20-20
28.23,54.78,46.69,sandy,pulses,36,0,0,14-35-14
30.54,45.68,27.66,loamy,pulses,11,0,35,20-20
30.6,55.38,35.35,loamy,paddy,2,23,17,dap
39.13,73.24,41.33,loamy,maize,9,3,42,28-28
25.75,61.91,33.57,clayey,wheat,20,0,17,urea
29.99,60.85,46.92,loamy,barley,25,0,18,20-20
40,68.84,70,red,millets,10,0,38,10-26-26
31.08,51.34,55.35,clayey,oil seeds,15,1,7,28-28
28.77,51.58,35.29,clayey,pulses,33,0,0,urea
40,64.69,54.83,loamy,sugarcane,8,8,25,dap
27.43,51.19,59.36,sandy,tobacco,11,0,37,17-17-17
32.79,45.26,26.63,loamy,wheat,38,0,0,10-26-26
31.04,71.72,53.87,clayey,paddy,12,12,7,14-35-14
25.99,51.27,38.05,loamy,maize,25,0,15,dap
38.25,61.62,25.91,loamy,tobacco,9,1,11,20-20
25.03,59.25,46.72,red,tobacco,7,11,15,urea
22.52,59.32,31.39,black,sugarcane,36,0,3,17-17-17
26.12,56.29,67,loamy,maize,10,0,6,14-35-14
26.09,50.71,44.3,black,pulses,12,4,34,28-28
38.53,69.75,61.48,clayey,paddy,13,0,36,10-26-26
28.93,60.61,46.4,sandy,sugarcane,38,0,0,17-17-17
29.51,57.86,47.6,black,barley,17,4,11,20-20
33.95,69.5,26.36,red,cotton,15,2,38,20-20
30.99,47.42,57.98,clayey,sugarcane,5,3,10,28-28
32.26,54.9,62.24,sandy,maize,7,0,36,urea
31.83,67.7,37.31,red,barley,3,17,17,14-35-14
31.94,61.1,52.49,loamy,pulses,14,0,36,urea
26.53,58.97,45.49,black,sugarcane,20,1,25,10-26-26
28.16,49.51,36.1,sandy,ground nuts,32,3,1,10-26-26
38.8,63.61,68.24,black,sugarcane,12,0,37,urea
21.85,44,49.66,clayey,cotton,11,10,17,14-35-14
35,65.39,37.65,loamy,sugarcane,18,2,44,dap
31.91,54.59,63.99,loamy,pulses,13,10,10,14-35-14
26.67,55.69,30.74,loamy,cotton,23,4,22,10-26-26
26.68,54.5,38.68,loamy,tobacco,9,0,13,17-17-17
29.19,60.94,42,red,oil seeds,27,3,15,20-20
22.27,59.9,51.79,clayey,ground nuts,12,2,11,20-20
37.63,71.29,50.14,red,cotton,20,4,22,10-26-26
33.13,70.61,42.85,loamy,wheat,18,11,10,dap
28.6,56.17,57.59,clayey,ground nuts,35,0,4,urea
34.35,60.57,46.46,sandy,pulses,23,0,24,28-28
23.82,53.92,33.92,clayey,pulses,46,0,3,urea
27.76,52.38,36.17,loamy,oil seeds,22,3,20,17-17-17
24.68,43.45,57.28,loamy,paddy,5,0,18,20-20
24.1,45.69,20.64,red,oil seeds,35,0,1,dap
30.87,65.28,46.28,clayey,oil seeds,6,12,12,urea
33.69,71.85,50.83,sandy,millets,31,0,0,28-28
33.65,65.32,70,clayey,millets,17,2,37,14-35-14
30.33,44.11,26.82,black,ground nuts,14,0,13,dap
29.74,63.49,44.31,sandy,wheat,21,4,26,28-28
26.3,54.13,34.21,sandy,pulses,15,0,37,17-17-17
24.96,44.47,66.11,sandy,sugarcane,8,0,9,17-17-17
33.57,60.78,51.96,red,paddy,16,0,37,10-26-26
33.5,56.07,54.11,clayey,oil seeds,14,0,14,10-26-26
30.24,61.77,37.68,loamy,tobacco,14,0,16,20-20
37.62,69.05,44.74,red,pulses,5,9,31,dap
25.79,60.67,43.34,clayey,paddy,36,0,0,dap
30.35,60.18,63.97,sandy,millets,35,4,1,dap
31.38,51.49,61.27,red,paddy,6,3,38,14-35-14
29.28,71.07,35.67,black,sugarcane,12,3,41,urea
31,57.54,48.96,red,barley,5,10,26,dap
33.3,68.18,47.51,clayey,ground nuts,14,18,8,14-35-14
22.85,55.1,29.09,red,oil seeds,13,1,43,14-35-14
33.98,62.99,50.43,sandy,barley,10,0,9,20-20
28.82,62.48,20,black,millets,14,0,10,14-35-14
29.99,66.83,47.07,loamy,paddy,9,0,37,urea
34.18,67.07,58.67,loamy,tobacco,19,3,39,17-17-17
40,67.75,56.43,loamy,barley,38,4,0,14-35-14
32.67,56.77,40.22,clayey,maize,38,0,0,17-17-17
22.13,50.96,59.06,clayey,cotton,8,0,10,urea
24.84,53.53,34.79,sandy,millets,19,14,6,17-17-17
30.24,58.88,49.24,loamy,tobacco,20,0,23,14-35-14
25.81,58.56,40.21,black,wheat,20,1,19,urea
34.23,69.79,65.57,clayey,paddy,12,0,40,17-17-17
28.67,57.67,21,clayey,millets,40,0,1,20-20
30.8,55.01,25,black,oil seeds,35,0,0,17-17-17
31.14,57.5,63.08,loamy,cotton,35,0,0,dap
33.11,67.57,32.21,loamy,wheat,4,12,30,dap
31.43,63.1,43.59,black,pulses,7,6,29,14-35-14
29.73,59.06,69.92,sandy,millets,5,14,31,dap
21.23,46.1,36.59,black,ground nuts,8,10,15,14-35-14
28.01,50.89,20,loamy,millets,10,0,39,20-20
23.56,57.65,42.16,red,cotton,30,0,0,dap
32.72,58.96,60.48,black,pulses,37,1,3,20-20
31.16,48.63,20.19,sandy,oil seeds,37,0,1,28-28
29.76,64.65,52.47,red,oil seeds,28,0,17,10-26-26
36.17,68.75,32.62,black,cotton,38,0,0,14-35-14
26.1,47.54,20.66,loamy,cotton,11,2,11,20-20
33.77,48.38,32.49,loamy,cotton,6,11,20,14-35-14
25.64,55.98,37.32,red,maize,27,0,19,14-35-14
21.73,48.03,43.37,sandy,maize,4,14,15,20-20
28.89,46.84,27.93,loamy,wheat,26,0,16,14-35-14
33.59,51.12,39.54,black,wheat,18,4,43,17-17-17
26.21,66.15,51,red,wheat,10,10,11,20-20
39.86,71.81,57.26,red,oil seeds,36,0,0,20-20
26.38,63.29,52.18,clayey,ground nuts,21,4,20,14-35-14
25.54,62.93,36.09,loamy,paddy,40,3,0,14-35-14
27.38,60.32,50.76,sandy,pulses,5,13,26,14-35-14
23.59,52.26,42.23,sandy,sugarcane,20,1,25,20-20
33.97,49.49,35.62,clayey,maize,12,0,13,14-35-14
33.16,51.42,47.39,loamy,cotton,10,3,5,17-17-17
25.25,46.12,56.39,black,cotton,36,4,1,urea
28.82,61.5,42.75,clayey,ground nuts,18,1,11,dap
30.93,67.78,70,black,ground nuts,10,9,24,urea
34.27,65.79,45.96,black,oil seeds,16,0,13,10-26-26
28.52,52.04,64.54,black,paddy,35,4,0,urea
26.18,60.1,34.98,loamy,cotton,20,0,20,dap
30.19,67,24.65,sandy,cotton,10,0,37,20-20
26.15,56.28,48.04,black,cotton,18,0,20,28-28
26.51,50.62,55.85,sandy,maize,10,6,27,dap
32.89,53.28,63.35,black,millets,12,3,42,urea
31.36,66.66,46.26,clayey,ground nuts,18,0,23,17-17-17
25.37,51.4,67.69,red,ground nuts,13,0,35,20-20
29.14,67.8,49.49,red,paddy,20,0,26,10-26-26
29.89,71.8,41.42,loamy,paddy,16,0,34,dap
30.69,55.65,63.02,clayey,cotton,11,8,34,urea
31.52,67.58,32.04,sandy,ground nuts,3,7,27,dap
26.01,41.55,61.19,black,ground nuts,39,0,0,urea
30.43,55.84,34.76,sandy,paddy,15,0,36,20-20
32.51,62.88,48.48,loamy,sugarcane,22,1,18,urea
27.22,49.1,27.15,clayey,oil seeds,2,11,21,28-28
36.5,68.47,38.52,red,cotton,11,13,30,urea
21.59,54.14,68.42,loamy,barley,14,0,13,dap
30.75,52.41,36.1,clayey,oil seeds,21,1,25,14-35-14
27.98,51.57,32.44,sandy,sugarcane,40,3,4,10-26-26
33.96,52.94,35.23,sandy,wheat,19,2,18,urea
27.85,52.65,33.33,clayey,wheat,24,0,13,20-20
26.51,63.74,20,clayey,wheat,16,0,41,28-28
29.01,58.45,25.72,red,barley,17,0,36,urea
31.19,57.06,56.73,red,wheat,10,11,32,14-35-14
24.32,46.37,64.36,sandy,ground nuts,13,8,10,dap
27.82,58.73,41.49,loamy,ground nuts,11,4,17,20-20
29.29,73.05,60.5,sandy,tobacco,12,0,14,17-17-17
33.05,59.1,34.65,loamy,wheat,4,7,27,28-28
30.4,60.08,37.04,loamy,ground nuts,41,2,0,10-26-26
26.8,53.34,39.36,red,tobacco,12,0,14,urea
33.99,56.59,20.08,sandy,maize,15,0,35,14-35-14
22.1,47.1,47.6,loamy,oil seeds,18,1,27,20-20
31.57,49.29,48.02,sandy,millets,20,0,20,17-17-17
37.51,57.76,60.62,black,paddy,9,6,32,10-26-26
30.49,61.62,43.88,clayey,wheat,21,0,21,dap
33.16,70.77,55.48,sandy,tobacco,14,1,43,10-26-26
25.11,67.21,30.73,clayey,ground nuts,7,0,17,10-26-26
32.74,60.15,33.03,black,wheat,6,0,32,urea
27.57,60.24,46.64,black,ground nuts,9,10,19,17-17-17
22.71,50.4,40.46,black,pulses,27,2,24,urea
28.32,57.04,36.82,black,pulses,36,2,0,dap
38.64,60.03,32.44,sandy,cotton,38,3,0,28-28
30.56,52.13,44.67,clayey,pulses,20,0,16,10-26-26
27.2,46.67,31.41,clayey,cotton,9,0,17,10-26-26
29.09,44.8,44.98,black,millets,31,0,0,17-17-17
27.56,50.27,33.38,black,maize,9,17,17,20-20
29.91,71.44,52.85,loamy,millets,5,23,25,urea
30.04,59.31,23.46,black,wheat,37,2,0,urea
40,70.46,49.59,black,cotton,11,20,17,dap
31.02,63.58,48.47,loamy,tobacco,5,0,14,dap
38.72,62.6,32.93,clayey,maize,14,0,41,10-26-26
30.61,64.43,45.47,red,cotton,25,4,19,10-26-26
30.45,47.88,24.31,red,millets,46,3,0,20-20
28.73,61.1,60.49,black,oil seeds,8,11,11,17-17-17
28.37,51.61,45.94,red,paddy,4,7,30,20-20
25.09,43.46,52.01,black,sugarcane,11,0,8,14-35-14
26.06,45.12,29.83,clayey,pulses,9,17,19,28-28
27.7,52.81,45.3,red,oil seeds,8,20,14,10-26-26
33.17,57.64,31.57,red,wheat,18,2,34,urea
26.6,55.39,57.23,red,paddy,34,0,1,17-17-17
24.5,53.2,40.47,sandy,sugarcane,6,18,18,dap
29.08,60.86,42.96,loamy,wheat,42,0,0,28-28
34.13,51.37,63.68,clayey,pulses,6,14,29,10-26-26
25.24,50.51,43.13,clayey,barley,11,0,12,14-35-14
23.91,49.16,24.07,black,sugarcane,4,6,28,17-17-17
27.47,58.55,35.02,loamy,oil seeds,9,22,11,28-28
26.71,53.04,48.29,red,oil seeds,37,0,0,28-28
34.59,63.22,42.17,clayey,maize,14,0,41,28-28
25.82,49.88,37.06,black,pulses,27,0,18,14-35-14
32.62,66.69,34.48,loamy,ground nuts,23,2,18,dap
36.46,69.63,49.78,sandy,millets,11,2,8,14-35-14
28.63,48.69,39.09,red,sugarcane,40,0,1,20-20
31.48,74.48,40.94,red,pulses,21,0,24,dap
30.1,61.63,36.49,black,cotton,12,2,28,dap
28.57,50.92,24.51,clayey,ground nuts,7,10,25,20-20
24.06,52.41,28.87,black,tobacco,27,3,18,10-26-26
32.76,50.53,26.65,sandy,tobacco,17,4,32,14-35-14
32.02,56.24,36.81,red,maize,33,1,0,dap
27.39,68.54,31.22,sandy,cotton,13,0,40,urea
28.17,44.52,37.4,sandy,cotton,27,4,15,dap
39.6,57.34,40.13,sandy,paddy,11,0,36,dap
27.83,67.66,56.62,sandy,barley,14,14,19,10-26-26
26,54.8,54.3,red,cotton,7,6,30,14-35-14
27.72,53.82,38.47,clayey,tobacco,40,1,0,10-26-26
26.97,44.41,51.42,loamy,millets,6,21,14,dap
34.47,63.73,36.79,red,sugarcane,14,0,35,20-20
39.41,72.15,42.56,black,millets,8,17,16,20-20
35,63.21,33.69,red,pulses,6,15,18,dap
33.33,65.37,31.42,black,sugarcane,39,0,4,10-26-26
37.4,66.12,61.2,loamy,millets,23,0,22,17-17-17
21.33,59.53,34.34,red,pulses,11,0,17,28-28
31.46,62,46.01,black,barley,9,13,17,urea
33.94,65,36.07,red,sugarcane,44,0,4,10-26-26
31.36,59.58,69.23,sandy,maize,16,0,34,20-20
26.24,43.51,41,red,sugarcane,25,4,23,20-20
37.57,60.17,47.52,clayey,paddy,8,13,14,14-35-14
31.62,67.35,40.08,loamy,cotton,12,16,11,dap
32.76,52.66,70,clayey,tobacco,18,4,30,20-20
33.93,52.27,42,clayey,wheat,15,0,37,28-28
40,71.21,45.73,clayey,sugarcane,38,0,2,dap
33.55,59.39,30.38,clayey,maize,14,0,34,17-17-17
31.97,58.12,24.71,sandy,barley,25,1,19,urea
37,55.83,42.57,black,tobacco,23,0,18,10-26-26
22.38,50.14,29.26,red,ground nuts,17,3,44,urea
29.83,52.91,34.01,sandy,wheat,11,4,9,20-20
34.6,57.76,33.56,sandy,wheat,18,0,42,urea
24.63,50.31,63.27,sandy,sugarcane,36,0,0,17-17-17
28.46,54.38,40.69,loamy,cotton,22,0,25,14-35-14
34.16,69.55,53.12,clayey,sugarcane,5,6,23,28-28
28.72,55.54,27.69,sandy,sugarcane,39,0,3,28-28
34.75,56.36,27.64,black,cotton,3,16,21,urea
27.34,54.86,36.42,clayey,cotton,28,3,21,20-20
31.48,49.9,41.72,sandy,wheat,38,0,0,17-17-17
32.2,53.44,28.81,sandy,maize,12,1,15,28-28
32.88,64.12,33.49,red,ground nuts,9,0,36,urea
27.04,49.54,35.64,loamy,cotton,13,0,12,28-28
34.58,65.76,56.38,sandy,millets,18,4,40,17-17-17
32.86,71.74,67.98,clayey,cotton,15,13,19,28-28
29.02,43.2,31.33,sandy,barley,34,0,4,urea
35.62,63.55,49.96,clayey,tobacco,13,2,36,urea
26.47,64.77,23.03,red,millets,8,20,12,urea
30.32,69.9,51.72,black,sugarcane,5,6,29,10-26-26
37.98,63.73,31.31,loamy,tobacco,13,4,37,14-35-14
24.99,55.26,37.78,clayey,oil seeds,9,18,13,dap
27.03,63.04,37.86,sandy,maize,28,0,22,17-17-17
27,44.44,50.65,sandy,wheat,25,0,14,28-28
22.74,59.33,60.29,sandy,cotton,14,0,4,dap
33.12,67.93,44.16,sandy,paddy,16,18,15,10-26-26
28.82,49.32,54.64,black,paddy,14,1,39,10-26-26
26.84,60.73,44.94,clayey,wheat,36,0,0,17-17-17
33.36,58.08,48.3,black,tobacco,9,14,17,17-17-17
26.54,64.11,37.2,sandy,tobacco,8,9,34,14-35-14
24.72,63.9,39.65,sandy,pulses,15,21,11,20-20
23.56,60.5,36.73,loamy,millets,9,0,5,20-20
30.38,63.85,24.8,red,sugarcane,11,14,16,10-26-26
28.1,59.34,39.97,loamy,sugarcane,4,18,16,17-17-17
27.21,55.78,28.17,red,ground nuts,7,6,27,urea
34.83,66.32,48.03,black,pulses,18,0,21,urea
27.7,55.91,25.34,loamy,millets,38,0,0,10-26-26
24.39,46.09,36.57,black,cotton,26,4,26,10-26-26
36.99,77.28,25.49,black,wheat,9,0,37,10-26-26
32.44,66.7,44.68,black,sugarcane,6,2,14,14-35-14
34.35,65.77,49.74,clayey,pulses,22,1,20,28-28
31.54,64.72,32.88,loamy,paddy,6,10,27,28-28
31.63,63.91,42.19,red,wheat,40,4,1,10-26-26
32.04,75.94,20.1,black,wheat,8,6,27,10-26-26
28.35,58.1,36.8,loamy,ground nuts,34,4,0,28-28
30.62,58.67,46.57,sandy,wheat,14,0,9,20-20
25.71,43.52,40.7,loamy,oil seeds,15,0,34,urea
33.22,60.99,43.26,red,oil seeds,37,0,3,urea
29.92,50.28,36.3,clayey,ground nuts,32,0,2,urea
26.25,53.05,28.22,sandy,sugarcane,7,3,9,urea
27.4,59.79,36.45,loamy,paddy,12,0,11,10-26-26
39.29,62.84,52.03,red,millets,3,7,32,17-17-17
27.21,58.5,64.74,black,pulses,13,4,31,14-35-14
28.88,60.38,31.01,red,wheat,12,0,40,14-35-14
26.97,51.01,56.59,loamy,oil seeds,14,4,11,10-26-26
30.38,63.18,56.23,loamy,tobacco,12,11,26,14-35-14
36.01,67.22,35.57,red,tobacco,35,0,0,dap
33.67,56.87,39.33,sandy,oil seeds,25,0,23,20-20
37.68,54.79,33.81,sandy,sugarcane,15,0,45,urea
22.12,45.25,38.99,red,tobacco,7,12,19,17-17-17
32.18,53.93,42.41,clayey,wheat,16,0,14,14-35-14
33.87,55.06,65.59,red,oil seeds,11,0,9,urea
29.63,72.87,59.15,clayey,paddy,8,11,28,urea
24.32,45.16,50.1,sandy,paddy,9,3,38,dap
27.86,59.09,26.75,black,paddy,4,20,24,10-26-26
25.48,58.52,38.7,clayey,cotton,14,2,31,28-28
37.88,62.19,32.88,loamy,paddy,7,0,36,dap
32.84,55.64,38.3,black,pulses,33,4,3,28-28
29.85,63.07,35.41,sandy,pulses,9,2,36,dap
24.47,48.15,50.29,clayey,pulses,18,0,19,20-20
25.43,56.68,51.55,red,wheat,24,0,14,14-35-14
32.52,76.7,58.47,sandy,tobacco,18,0,42,14-35-14
22.93,53.13,31.62,red,wheat,35,0,0,urea
27.23,57.59,62.86,loamy,paddy,13,7,26,urea
34.29,77.99,23.79,loamy,paddy,8,1,11,10-26-26
35.01,59.29,60.12,loamy,oil seeds,4,10,29,14-35-14
28.79,50.73,37.84,black,ground nuts,30,1,2,10-26-26
25.3,56.4,43.77,black,ground nuts,20,3,22,dap
29.81,61.85,63.84,clayey,maize,12,10,33,10-26-26
35.87,58.52,45.11,loamy,cotton,15,14,14,28-28
21.58,47.1,30.17,sandy,paddy,35,0,0,urea
34.09,58.05,39.69,clayey,pulses,6,1,5,20-20
26.72,58.52,62.69,clayey,paddy,11,3,12,urea
22.04,58.49,29.03,loamy,ground nuts,8,19,17,14-35-14
22.5,51.88,36.58,loamy,millets,41,0,2,10-26-26
38.05,71.56,50.94,clayey,ground nuts,11,9,15,10-26-26
28.21,59.97,54.67,red,tobacco,6,2,5,dap
35.11,69.12,38.09,red,oil seeds,7,4,24,dap
33.34,55.54,24.95,loamy,millets,18,0,22,10-26-26
28.36,53.52,39.93,sandy,barley,22,0,20,28-28
30.1,74.95,61.83,sandy,sugarcane,20,2,22,urea
28.07,60.67,37.38,clayey,wheat,5,8,27,20-20
27.75,63.56,36.82,black,tobacco,14,4,8,dap
30.96,49.06,48.58,red,maize,20,1,23,10-26-26
34.57,67.12,53.8,loamy,barley,11,9,32,urea
24.58,66.09,47.42,clayey,millets,22,0,25,urea
25.28,48.9,53.75,loamy,millets,27,4,22,10-26-26
21.29,52.95,54.28,black,oil seeds,15,3,12,28-28
34.65,67.45,27.77,clayey,pulses,13,3,37,dap
32.71,63.72,42.47,red,barley,41,0,0,dap
31.56,58.38,47.62,red,maize,44,0,4,10-26-26
29.88,57.23,30.93,red,maize,36,2,0,dap
29.61,74.1,58.36,clayey,tobacco,40,0,1,10-26-26
27.26,59.75,46.54,black,sugarcane,24,0,25,28-28
31.1,59.38,64.58,black,millets,20,0,20,20-20
27.62,42.65,34.2,red,ground nuts,19,13,15,dap
23.39,51.7,38.58,sandy,sugarcane,17,0,40,urea
30.76,65.37,56.76,black,wheat,8,0,41,14-35-14
27.59,52.68,22.3,black,tobacco,16,1,43,17-17-17
29.22,56.15,58.3,clayey,paddy,7,0,14,17-17-17
29,51.21,32.58,sandy,barley,12,0,14,urea
29.99,59.24,41.71,loamy,paddy,12,4,12,urea
30.55,55.03,34.97,sandy,sugarcane,3,19,13,17-17-17
28.25,51.77,37.97,loamy,sugarcane,25,0,26,10-26-26
21.43,41.07,57.57,red,tobacco,12,1,5,14-35-14
22.87,46.84,31.51,sandy,oil seeds,22,0,19,20-20
37.21,59.96,69.61,loamy,paddy,24,3,15,10-26-26
32.81,69.92,24.3,clayey,pulses,8,11,29,dap
26.37,67.22,61.02,black,wheat,10,0,39,20-20
33.72,60.97,44.56,sandy,wheat,8,12,20,20-20
24.53,55.6,43.85,black,barley,12,5,27,10-26-26
25.84,58.46,68.74,loamy,tobacco,6,9,33,20-20
20.28,44.28,64.04,black,maize,33,4,0,17-17-17
32.16,62.49,27.24,black,cotton,12,0,36,urea
23.79,54.8,34.58,black,oil seeds,46,3,0,17-17-17
27.6,61.91,38.15,sandy,oil seeds,22,0,22,dap
38.17,72.1,28.01,red,oil seeds,10,0,34,28-28
27.77,55.5,48.92,red,wheat,12,12,24,20-20
30.42,47.39,30.58,clayey,sugarcane,9,15,22,28-28
32.29,54.87,41.39,clayey,pulses,26,3,19,dap
32.93,56.43,53.21,black,ground nuts,8,8,34,28-28
22.42,43.59,46.16,sandy,pulses,1,23,15,28-28
23.83,55.37,70,clayey,cotton,40,0,0,urea
29,67.64,61.06,black,sugarcane,18,1,36,28-28
24.87,60.88,70,black,cotton,18,0,39,28-28
40,78.73,39.93,red,sugarcane,11,8,31,17-17-17
26.64,60.11,29.46,loamy,maize,38,0,3,14-35-14
28.5,54.54,57.79,loamy,tobacco,9,10,32,urea
25.4,49.86,56.53,black,maize,35,0,0,20-20
26.35,59.75,53.03,loamy,cotton,14,0,39,urea
30.08,70.31,42.74,sandy,pulses,6,0,30,10-26-26
32.45,71.13,36.11,sandy,barley,10,0,35,28-28
26.64,54.15,42.1,clayey,oil seeds,41,3,0,10-26-26
26.97,51.74,34.74,red,maize,35,0,3,urea
30.48,61.59,24.88,loamy,barley,9,18,16,urea
28.25,54.87,56.78,red,ground nuts,5,6,24,20-20
27.53,40.07,31.84,sandy,pulses,14,10,15,28-28
39.78,63.55,29.54,clayey,pulses,6,7,29,17-17-17
32.23,74.54,32.4,sandy,wheat,7,3,32,urea
29.54,68.62,31.48,red,pulses,39,0,2,17-17-17
28.58,50.54,54.24,sandy,cotton,8,7,26,14-35-14
32.26,74.11,50.32,clayey,tobacco,44,0,0,dap
33.95,50.1,43.41,clayey,maize,10,0,11,20-20
27.46,56.08,46.59,red,wheat,14,11,33,urea
28.55,51.94,70,clayey,millets,31,3,3,14-35-14
31.04,62.08,37.18,black,paddy,25,2,23,urea
35.4,62.35,43.09,sandy,ground nuts,10,12,14,14-35-14
30.35,64.59,65.36,loamy,maize,5,8,28,28-28
23.84,40.24,61.13,sandy,wheat,12,3,5,14-35-14
31.09,60.88,24.64,sandy,cotton,17,0,16,urea
32.89,59.55,40.12,sandy,paddy,41,0,0,28-28
35.21,59.99,52.74,loamy,paddy,12,12,12,28-28
25.58,52.45,68.83,black,millets,42,0,0,urea
25.2,53.17,48.13,loamy,paddy,6,2,9,28-28
27.49,58.98,48.37,red,wheat,11,8,31,17-17-17
32.08,71.52,31.79,black,maize,24,0,27,dap
26.85,59.85,50.57,red,maize,10,12,29,20-20
30.72,67.49,51.07,red,pulses,11,1,39,17-17-17
31.74,69.49,64.58,clayey,millets,6,2,34,10-26-26
39.11,68.35,24.92,sandy,ground nuts,7,4,36,17-17-17
28.91,63.15,33.04,red,pulses,9,3,41,17-17-17
27.52,67.88,39.25,black,tobacco,37,0,0,14-35-14
25.41,59.6,47.88,loamy,barley,25,0,22,17-17-17
32.18,68.67,33.89,red,wheat,36,2,0,10-26-26
26.93,61.89,55.88,loamy,wheat,8,11,13,20-20
34.46,54.47,58.14,loamy,sugarcane,8,10,10,20-20
37.11,57.52,59.83,black,oil seeds,37,0,0,28-28
25.4,51.85,40.41,clayey,barley,17,0,20,10-26-26
23.08,56.85,34.73,red,ground nuts,33,0,1,10-26-26
29.05,51.18,54.12,black,millets,12,4,14,17-17-17
30.88,62,46.07,red,pulses,45,0,0,urea
36.5,67.29,49.74,loamy,paddy,25,0,18,20-20
35.86,73.75,44.57,loamy,ground nuts,43,2,0,10-26-26
26.9,58.33,26.84,black,tobacco,10,10,30,28-28
